856415cf-2de7-4c68-a128-919f65921c61B	1	5.0	512.9592919960788	278.8792134626766	533.8782414029492	438.200625511814
856415cf-2de7-4c68-a128-919f65921c61A	1	5.0	480.07119045342233	28.39919768948741	512.9592919960788	278.8792134626766
6b9a2e7e-fb6b-4286-b34d-f552c1a3293c	1	5.0	73.0	81.81250000000045	480.07119045342233	28.39919768948741
93da66bd-cc49-497e-9ac5-cb448ddc070d	1	5.0	470.0	991.3125000000005	402.5	980.8125000000005
b5987499-ddab-4638-bb95-855e2f1abc9a	1	5.0	214.36019734652822	720.8575032921707	194.21479513396193	691.0219076102687
e825f130-6d31-42c2-9a70-068fbd7e35a7	1	5.0	533.8782414029492	438.200625511814	725.4175830554366	719.5457782632113
cfd63fa7-81c6-4571-a043-fd33998dafed	2	5.0	526.5	949.8125000000005	470.0	991.3125000000005
2c7c8ca0-4c4a-49d7-ae80-c1d42670d678	1	5.0	534.7920217713119	892.2175297694428	526.5	949.8125000000005
025d8a42-b1c5-4f15-8761-7114d081bd8f	1	5.0	519.1440992104042	871.0266399927443	534.7920217713119	892.2175297694428
ba1e17e9-52d5-4b7c-8727-6488421fa9a1	2	5.0	470.0	991.3125000000005	402.5	980.8125000000005
bfea02af-c476-476f-b9b5-b0da4d68f39d	1	5.0	314.54482951269966	804.8675748728916	284.70923383079764	825.0129770854578
58ad1f58-3647-43c7-ae4c-ad6d26b9b2d3	1	5.0	264.56383161823135	795.1773814035558	294.39942730013337	775.0319791909897
2a486197-4ba4-45c9-afe4-db59fd72a999	2	5.0	361.0	924.3125000000005	367.4981137550386	883.3243978528337
1edd95d9-ee40-46c5-8d0b-4361f25b4c9e	2	5.0	367.4981137550386	883.3243978528337	130.10124802958748	531.1641949786672
a42ebfaa-0996-42bc-97b0-eff7bd9422cc	1	5.0	526.5	949.8125000000005	470.0	991.3125000000005
37c267b2-f31a-4762-bcec-06e848b5d194	1	5.0	402.5	980.8125000000005	361.0	924.3125000000005
207c63ce-d2c8-48c2-897c-f6e51ece57fa	1	5.0	361.0	924.3125000000005	367.5	883.3125000000005
354d9a7a-f80c-4a0f-ad51-0ff8d1290775	1	5.0	194.21479513396193	691.0219076102687	224.05039081586395	670.8765053977025
46262928-09a6-4d94-a930-5ab4b1d42776	2	5.0	533.8782414029492	438.200625511814	725.4175830554366	719.5457782632113
865684c3-f2d2-4888-94a4-6a3f0689df49	1	5.0	284.70923383079764	825.0129770854578	264.56383161823135	795.1773814035558
376d692a-01ae-4b90-871a-ca0b6e41653cA	1	5.0	130.10124802958748	531.1641949786672	105.19633540694835	335.1778534107957
ac89ccf0-f7a7-4dd6-81a8-09a9390dd799	1	5.0	725.4175830554366	719.5457782632113	519.1440992104042	871.0266399927443
96a6dfa1-43a5-4a3f-933d-0ae8cbd3e320	1	5.0	244.19579302843024	700.7121010796045	214.36019734652822	720.8575032921707
b5e0f344-5357-4611-b8ca-78091144678a	2	5.0	105.08815215491535	335.1916007689921	514.0826269195238	278.7317192487584
5d76370b-221c-4d88-bc0c-c588908bdd1f	2	5.0	534.7920217713119	892.2175297694428	526.5	949.8125000000005
376d692a-01ae-4b90-871a-ca0b6e41653cB	1	5.0	105.19633540694835	335.1778534107957	73.0	81.81250000000045
3b9f523f-7d84-4f71-9d3f-25cf0dfe7aa7	2	5.0	402.5	980.8125000000005	361.0	924.3125000000005
a4688623-278c-4c1c-be7a-c16f333b53bb	2	5.0	130.10124802958748	531.1641949786672	105.08815215491535	335.1916007689921
727e9161-2973-414d-bfdc-0facd180d7bc	2	5.0	514.0826269195238	278.7317192487584	533.8782414029492	438.200625511814
fe4b4d5a-34db-4071-9f92-2f4af477a89dA	1	5.0	367.5	883.3125000000005	294.39942730013337	775.0319791909897
fe4b4d5a-34db-4071-9f92-2f4af477a89dBA	1	5.0	274.5804535161011	788.4140977011632	224.4464778725574	714.0472596267363
fe4b4d5a-34db-4071-9f92-2f4af477a89dBB	1	5.0	244.19579302843024	700.7121010796045	130.10124802958748	531.1641949786672
bcccd065-d821-4c0b-8173-f44a732dba60	2	5.0	725.418	719.546	519.144	871.027
3b28dc31-a093-4775-af20-3b500dadb9dd	2	5.0	519.144	871.027	534.792	892.218
